img_id;Sample;Image;Name;Image Name;expo_id;Country;Group;Class;Class Description;Granular Location - Map;Palace Gallery Section;Palace Gallery Section Name;Area;Locale Type;Critical Theme;Topical Theme;People;Animal;Animal Type;Plant;Plant Type;Sound;Sound Type;Prize;Prize Type;Material;Creator;Image Framing;Image Materiality;Glass Plate;Text-in-Frame;Text-in-Image;Associated Excerpt(s);Excerpt Image ;Excerpted Source(s);Source File(s);Associated Image(s);Links;Comments;Medium;Author;Approx Orig Resolution;Collection
1045;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/MhMqvKbc1g5TcXoZVdVaIg/lqpLXlrAzl22TI1MIt8Oa92SuIOvX4FJbFtQ1nECOn-cRzM7NkXSiFyio9gMnZXIzVET0tiSrV4-E2HzVN-NeZuOm-qzdCxQ442CfLZxrli3oLKn_5nkeXaO7gTp7Du5tpmS42N4oGQ_J1xv6OtT0w/61Sj7GtkpEKRSBpyLG4RMs1hpZbnlqar5Kxl76mmIu4);8091 Exposition Universelle de 1867. Colonies. Section Française.;French Colonies;8091;France,French Colonies,Africa;Group 3. Furniture and Other Objects for the Use of Dwellings.;"""Class 17. Porcelain, Earthenware, and other Fancy Pottery.""";"Class 17. (Palace Gallery 3.) Porcelain, Faience, and other Potteries. Biscuit, hard and tender porcelains; fine earthenware, glazed and coloured; biscuit of faience, terre cuite, enamelled lavas.";;Palace Gallery 3;Galerie III du Mobilier;Palace;Country Section;Coloniality;Food Product,Interior Decor;;;;checked;Crop,Spice;;;;;Plant-Based Material;;;Glass Plate;checked;Exposition Universelle de 1867. Colonies. Section Française.;Colonies Françaises - Afrique;"Visitor Andrew Spedon on Black Frenchmen:
The outer circle of apartments of the building are appropriated to saloons and refreshment rooms, chiefly French, but some of them assume the character of those of other nations. As the doctor and I approached the building we were startled by a strange variety of instrumental sounds issuing from an upper chamber of one of those apartments, and on inquiry found it to be an African Restaurant and Orchestra. Desirous of seeing the interior and its contents, I persuaded the doctor to accompany me therein. The room was filled with gentlemen indulging in the African beverages, &c. On a raised dais was a band of African minstrels, of both sexes. The musical instruments were peculiarly singular and uncouth. The bass leader was forcing a loud harshly clanking noise out of an instrument which resembled something between a telescope and drum. The others were blowing away vociferously, thumping terrifically, and sweating profusely. The music, or rather the discordant notes, were occasionally accompanied by the weird-like, grinding voices of the performers, the whole of which was startling and horrifying, and resembling the noise of a nail factory rather than that of an orchestra. On entering, a waiter came forward, conducted us to a seat, and then gabbled out something in the Black Language. “Monsieur, parlez-vous Français?” said the doctor. “Oui, Monsieur,” replied the waiter, and then asked us what sort of drink we preferred. “A glass of water,” replied the doctor. “Don't you want anything else,” said the waiter smilingly. “Oui, Monsieur,” exclaimed the doctor. “I want you to stop the noise of those confounded Black-guards who are grinding out such an infernal noise.” The waiter smilingly replied, “If I should do so, we would lose our custom: those fellows are our ‘sign boards.’” “Yes, and your colours, too, I suppose,” added the Doctor. Wishing to gratify my curiosity by tasting the liquor of Africa, I told the waiter to bring us two glasses of his best African liquor; he did so, for which I paid the sum of 50 cents. On tasting, I was completely disappointed in finding it to be nothing better than lager-beer, of a very inferior sort. The Doctor after sipping a little of this, spilled it under the table, and laughingly exclaimed, “I think the African has given us only the essence of his shadow, and made you pay rather dear for the whistle.” We then hastily made our exit from the Africans, who were in reality nothing more than Frenchmen in sable colours. (Spedon 191-193)";;Spedon, Andrew Learmont. Sketches of a Tour from Canada to Paris, by Way of the British Isles, during the Summer of 1867. A.L. Spedon, 1868. HathiTrust, https://catalog.hathitrust.org/Record/100255181.;"""Spedon, Andrew Learmont. Sketches of a Tour from Canada to Paris, by Way of the British Isles, during the Summer of 1867. A.L. Spedon, 1868..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/wjhmBHkOr3sqKK_8vC8jog/Rmcd5oKY7wtn0_ZN7mZzHWo9Ty1794UV86Wqswcb4Ks56gf9xWxqAWE6ze7zNukNZ6dfc8XbYG38nsKK8ZeJVw9eFOMBFTO0Lrmk7VJJ2Hz3p1fuJKXHmp3ISoZZJo6Lb1_PrFaY75KecvSDd7j4zSH4TUf-Xjd7VapfRNiyN_5HuKRlmutbcA7yFCxGvWil66KNItdMJgxbxVGTM83gOUqYC76JovLEg8V5UNlOcIRqB0lY3tC_F8JxYZcmJH7TzwY4zhNqT03-cBStWV01unb1R3mfAEFl4eFjk-72ZMc/W5TjmfSKEm_toc1tcLXTunTdBEjD9ufM4VDbrTQ9x5A)""";;;Review French section reports for further information;Decorative Arts;Leon & Levy;7,500x3,519;Getty Foundation
1027;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/qBIEdT8-pxUt8PbHl80-Nw/RuXU-4Het0qHEoxFkTVOgldNzv7eweQxwZSDSq2vFi9HzjZ0Mj7lDY-lA-SDnNV05gUvCvITtvKD2XUssKk0gL6rngui0g1qt9tb5bagO780V2P34kmm-tRz0C9bvh9rEWCvT1ZtYgIOXGQW1wjEVw/hOoi9JrJGf3N94FdIfMoXtJAQUYvjphV2HQFJw4SfGM);8004 Exposition Universelle de 1867. Grotto. Jardin d'Horticulture;Garden Grotto;8004;;;;;;;;Park;Garden Feature,Reserved Garden,Horticultural Garden;Anthropization,Ecocriticism,Exotica,Visual Culture,Immersivity,Hyperreality;Aquarium,Landscaping,Sculpture,Represented Landscape,Exterior Decor;;;;;;checked;Cavernous Echo;;;Mineral;;;Glass Plate;checked;Exposition Universelle de 1867. Grotto. Jardin d'Horticulture;;;;;;;;"Confirm location; Confirm material; Confirm country and producer";Architecture, Interior;Leon & Levy;7,500x3,501;Getty Foundation
1048;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/KeEzBw8vSQHkExD10WEClg/WHBBSeuKj5xC4tMYOMUMoGfez6xfJ8-0n9clOL00AcH7vL3bZ90CmRBCCTxg0n_XE1BXx0OHW-cz6_PhANFaT8AqTZx7bdKlsOupw-PtWF7txEeNl5ulENjHm1tjW9FA20mxRnBcqbL6mC2VSmFgSA/gpQAOj5QUSNGVG-Gh6ExxPp_wzc1DG1pG8eH9GOi01I);8112 Exposition Universelle de 1867. Pavillon impérial;Imperial Pavillion;8112;France;;;;;;;Park;Pavillion;Political Aesthetics;Architecture;checked;;;;;checked;Crowd;;;;;;Glass Plate;checked;Exposition Universelle de 1867. Pavillon impérial;;;;;;;;See Visitor Accounts for stories about events at this location;Architecture, People;Leon & Levy;7,500x3,522;Getty Foundation
1049;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/x5qV8sfSbLn3CTSrja16hA/1oAm8VmT5_dzH_nLZeS3DpLt7aSttO6ky7kUdyYhb7PHutPEvqSSZCDDoGP5fGyw34cPev7ObL9rBAOM8r5wb5dLx2onbFlo1VwMp5AlzVJsWTEjn8nCnXe7DoBnFqrMYXy-h4vponZLYo6JKhptSA/93M3FMobfR_hXiY8MykHY4EAvwnGbUWogj9ddMQzqN4);8133 Exposition Universelle de 1867. Distribution des récompenes.;Prize Ceremony;8133;;Group 8. Live Stock and Specimens of Agricultural Buildings.,Group 9. Plants and Specimens of Horticultural Works.;;;;Central Garden;Jardin Central;Palace;Awards Ceremony;Political Aesthetics;Animal,Plant,Crowd;checked;checked;Cow,Livestock;checked;Crop,Ornamental,Houseplant,Tropical;checked;Crowd;checked;;Plant-Based Material,Animal Product;;;Glass Plate;checked;Exposition Universelle de 1867.  Distribution des récompenes.;;;;Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris: Dentu, 1867. Internet Archive, http://archive.org/details/gri_catalogueoff00expo.;"""Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris , E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/p8JbSIgeQOfeAPzkMKAlFQ/cFuUuH6wX6O4q9E022kRT0zfQ-8ohkJYaJ2UhPeKsH31UJ6YOvMUntHOR0BldUsGAQOB1Y8SuP2iZr6vHixkjQqKFbb6R-e4A3ZBJJXvsT-WPw3bJDo1SzyyL6lYYHfO-BXwthG10ZWWSQe8UX7Ahrer0HkIeWpncpzIREQG3Lvgd3RvJgHFQU2H8uzCUiZfcB8xYH18f743QmQwKWW5cJxzF7D67eGWXb2VN3nnPuxEteRe2Y7xPTjbL2YOKVq7zGDUxxClZekgdQxhuENWcGYPvYHcpTb0d6l9GD9sEDfSCde8kyTmDb56obK9jp0M/yGhoRCNlKMAZCBj5LwlqzCLSFX4BYm6FPo0MVy1ox4I)""";;;Double check Awards Ceremony location;Awards, People;Leon & Levy;7,500x3,523;Getty Foundation
1034;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/4zbw3ybuXeegvUEuYZbMLg/i7QHuYBJFvjvkGMr9YVPT7vC6oaimUXs02UhLg92S6ZoPintmbe_IFa7ci38CdvzZUpm5M52vUQNblZg9bvmtjnZefXXa83c9K5VXaJEqtixtFzdyU1sGSn58g1SwSO4g0hBJUQykrjV0GiRpJ3XOA/xq0TU2D4Vl1j-L7Ktxosy4rlVYKhblaVPmXT6QN5hAE);8028 Exposition Universelle de 1867. Section Prussienne.;Prussian Porcelain;8028;Prussia;Group 3. Furniture and Other Objects for the Use of Dwellings.;"""Class 17. Porcelain, Earthenware, and other Fancy Pottery.""";"Class 17. (Palace Gallery 3.) Porcelain, Faience, and other Potteries. Biscuit, hard and tender porcelains; fine earthenware, glazed and colored; biscuit of faience, terre cuite, enamelled lavas.";;Palace Gallery 3;Galerie III du Mobilier;Palace;Country Section;Consumerism;Existing Company,Sculpture,Porcelain,Interior Decor;;;;;;;;checked;Silver Medal;Mineral;Existing Company Villeroy and Boch;;Glass Plate;checked;Exposition Universelle de 1867. Section Prussienne.;"Villeroy & Boch; C: Tielsch & Co: Porzelan = Manufactur in Altwasser in Schlesien = Preussen.";Villeroy and Boch from Prussia was awarded a Silver Medal for the Group 3, Class 17 category.;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/gPYIt_QeewNKuMIGO3PiwQ/2UsVZd7vKpa4LL-UUY-sCYP3XLHX_NvELS-eefKRszmvbqbiW1sIItTWFVcWskfom9uohqO-Z9cQvVbPOPTPBe-SnVvY2X7e-XnKw6CHD232Q2AbeYDGGR_ezd56RQWyCOTypSeReHwFPJuMaeUh4g/pjUJOJ7b4GsIBv5-XM1oWM8H5k72R80Oy67Zqlz4FD8);"Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris : Dentu, 1867. Internet Archive, http://archive.org/details/gri_catalogueoff00expo.  
Page 19.";"""Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris , E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/L9j7ef4aeW5XIhlO4_ulhQ/XPOxD-KZx8hZHTEFTunxRqj3926xJEYeK5DsmDggkBhj2ymaV9hYpJJFf6Bb3oSXJH6sPAenswGxJecImJuQs_9jX-pcXRoe62UyfvwL3GN5lfcg-dsqOGXG9G34JIUaZNkUtXyZK8pxEgXjFPOQQUir2YnNP44_D0fVUwCgwhaxdmj0MUE-qZFb6Ag8XYcmAXR_S54NJibL_3A8zpaP0pc1QObQ8kGHl5v-nS2zT2jnfiyuH0I8D7PwRsil6bGJ6XO2iky1j5JRCBTC6kegaSjIF_7YHkZxE4Ghicwb1oZLl-Qhvwg05RLEB8a1w-rQ/30z67GeQMLdNDScM0WcxYWdC5fPbjGztOtaafRXzKoo)""";;;;Sculpture, Decorative Arts;Leon & Levy;7,500x3,508;Getty Foundation
1050;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/k0fKJPmio2Czmqftw87Orw/VALzJ_Gg1UFON676lUxiu7z6-J52JNpzQ1gBZvbBl6AupgYYMjspRHJ5XlpDToqfKo-kPFIiAfiR48yUiX8ClURX2BTfbGuZaqGkw8EEjO8BsKmXxqrLhqm2LoPmOvz0SdO3DZNIVH6JnqMTxbjmXw/nnvaie64EDCswGf4vxzE_-QtDFwa_a2qOjyineK5le0);Exposition Universelle de 1867. Jardin d'Horticulture.;Salt-Water Aquarium;;;;;;;;;Horticultural Garden,Park;Aquarium;Ecocriticism;Water,Architecture,Aquarium,Landscaping,Fish and Fishing;;checked;;;;;;;;;;;Glass Plate;checked;Exposition Universelle de 1867. Jardin d'Horticulture.;;;;;;;;"Missing expo id number; add group and class info?";Architecture, Interior;Leon & Levy;7,500x3,524;Getty Foundation
1039;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/cnsdtM5QBJY055P-7MFM0Q/nqZI6BrF6bvfwP_NIRYK94vn8qBZ2xV-1-36bOddB_NegHQNvoKtE7SRtEZfDYFW_6uDFZsVrMBVdGcSWi0oUU9krijek4YEW_fkROPlMGdCjHTi75zWftTudQ6RCRMFKP_rZD2F_It4jLJW4vG7KA/5pIBsUyU39viE5gzYMHJglyUljXhyeNzltPN1NIdX3A);8043 Exposition Universelle de 1867.;Sèvres and Gobelins (1);8043;France;Group 3. Furniture and Other Objects for the Use of Dwellings.;"Class 15. Upholstery and Decorative Work.,""Class 16. Crystal, Fancy Glass and Stained Glass."",""Class 17. Porcelain, Earthenware, and other Fancy Pottery."",""Class 18. Carpets, Tapestry, and other Stuffs for Furniture.""";"Class 15. (Palace Gallery 3.) Upholstery and Decorative Work. Bedding, covered seats, canopies, curtains, hangings in tapestry and in stuffs; furniture and decorative objects in rich stone and other valuable materials; decorations moulded in paste, in plaster, in pasteboard; decorative painting, frames, furniture; decorative ornaments for religious service.

Class 16. (Palace Gallery 3.) Crystals, Rich Glassware and Glazing. Goblets in crystal, cut-glass, double crystal, mounted crystal, &c.; glass for windows, furniture, and mirrors; glass figured, enamelled, crackled, filigraned; optical crystals; ornamental glass-painted windows.

Class 17. (Palace Gallery 3.) Porcelain, Faience, and other Potteries. Biscuit, hard and tender porcelains; fine earthenware, glazed and colored; biscuit of faience, terre cuite, enamelled lavas.

Class 18. (Palace Gallery 3.) Carpets, Hangings, and other furniture tissues. Carpets, Wilton carpets, velvet tapestries; carpets of felt, of cloth, of clippings of wool, silk, or floss silk, of mat-weed, of India-rubber; furniture tissues of cotton, wool, silk, hair, vegetable leather, moleskin, leather hangings and coverings, oil-cloths, &c.

";;Palace Gallery 3;Galerie III du Mobilier;Palace;Country Section;Consumerism;Existing Company,Interior Decor,Textile;;;;;;;;checked;Silver Medal,Excluded from Competition;Mineral,Textile;"Manufacture impériale de Sèvres and associated artists from Sèvres, France

Manufactures  impériales des Gobelins et de Beauvais and associated artists and producers from Paris, France";;Glass Plate;checked;Exposition Universelle de 1867.;;"Manufacture impériale de Sèvres:

The Manufacture impériale de Sèvres from France was excluded from the Group 3, Class 17 Prize Competition because it was a public institution.

Jean-François Robert from Sèvres, France, was awarded a Silver Medal for Painting on Crystal in the Group 3, Class 16 category.

Interesting fact: Sèvres company was excluded from the competition, but individual Sèvres artists were not. They won a great many prizes for their work.

Manufactures impériales des Gobelins et de Beauvais:

The Manufactures impériales des Gobelins et de Beauvais from Paris, France was excluded from the Group 3, Class 18 Prize Competition because it was a public institution.

Interesting fact: Gobelins company was excluded from the competition, but individual Gobelins artists and producers were not. They won a great many prizes for their work.

";image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/qedi5L6LARC8DzyFRySJyg/-Dr7tF6oaic6yPBwxCTkN2ohWISmBiPpGk2jmrLm20btUb3zgdzQ04dHvrRvaCfokP9xfrA5ZTtMdcEU4F3VYsEtdOZlvWeIbbnK2zSLh523-J08EWPFGjCHNZ9HUcQsbo872cPax1aEeiAg1t76oA/ak_0zEYDmbhZHAQz5quhuAhNmE-uuZcEky2-0kyL6TI),image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/biSkGzNFu8pNKON5Gt8aBw/YbHsHvbnJAwidFK4qVVr-tjVeB8vRyBOc3K3CaSoe5Fyldkk3SAy99ct1Bi_3sEGA46WYWrJlta_ZQ0Bx8dhnkO4x0ahQZG1Ftaq5ojlAOzPsosnhOYktKlsItkAy91apviTb0EGYC77OrlutMKIqg/-n7nbiIoSlN3Dx6ecbriT-AUJRSCDuBWrJ9SViMnqH0),image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/dxH0IxvGnT0-gRoDaTYukw/qPK6cHdosRU502Yr6OOBXGrtgWcZH32RWVrUU69km-_1O18gcv89jnV1KQ-G9HPSzR3OI-iMjD2V9hKaf-eFSFfEq0KP2zDoTNM5EGPu4JxOt9-zD9K0TR1_E4JnexJsxFyg2eAZ4tALqc8eYfHaCA/PnykgOsy7HMnyWk0qV8lcL5npsPZ-Y-pL2COZZwtMPk);"Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris : Dentu, 1867. Internet Archive, http://archive.org/details/gri_catalogueoff00expo.
Exclusion from Sèvres from Prize Competition, page 18.
Jean-François Robert, Silver Medal, page 17.
Exclusion of Gobelins from Prize Competition, page 25.";"""Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris , E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/CWT6_UOaCfOnDOZA_pccKw/z-5CHka8P_I7FeY9_wMmoXHd-JqkIenU-aFp5MYZRxo0M_NcZxMd-cvO8ZBd9uVSeU_lf7W735Y7R0QEW2tpRFCO6C-vT9iph3HmQ3eyMlynbVLgFXg1jLQ6yRlooRYiNWFDsbXCEx98gY-HiGzK_bQajEYNFwgz4NPBQvVyQjsQIG19YCh5vV6ILnjuaZtDHRYXgKVFsjL49X65Sb8lJGgeOeYjXbdYsE2zX9iV9eFPL49H_ODd1A34GMG5MjoFTjvnB4D9eBpyw9lCjLlF7y4MJYbVepOUAUbOBkrnDAJYUX1VjMCQQlpOXZXyoZVU/AobhDg5ar5krXnuPpvGLvVHlBX3vXI7K0PvrgYd_pig)""";;;"Add information about prizes won by individual artists from the Sèvres company.

Interesting fact: Sèvres company was excluded from the competition, but individual Sèvres artists were not. They won a great many prizes for their work.

Add information about prizes won by individual artists and producers from the Gobelins company.

Interesting fact: Gobelins company was excluded from the competition, but individual Gobelins artists and producers were not. They won a great many prizes for their work.";Decorative Arts;Leon & Levy;7,500x3,513;Getty Foundation
425;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/tX5TbuaOhdfzKFT_1zFXNA/qjy1B9vPB4JJA3oyLiwg_MKgCCI0pSc0QsWta6Y6kelPc2y7NOiTjZ-clmx4i462X02HDxxXKoA9Xn5L8TjCT9Cq4dYPPy34B3iihOD_veUbajNQmPV7zu0Aj6apxQAGyE1AGVpyDf1dHOj8Ou7ttA/aDB2w2iJrkR3ONUO-p-teVcCRGyLx90OVc9KFxpLwkI);8138 - Exposition de 1867. Galeries du Travail. Section Suédoise.;Swedish Fishing Nets;8138;Sweden;Group 6. Apparatus and Processes used in the Common Arts.;"""Class 49. Apparatus used in Shooting, Fishing Tackle, and Implements used in Gathering Fruits obtained without Culture.""";"Class 49. (Palace Gallery 6.) Products. Apparatus and Instruments for Hunting, Fishing, and for collecting Natural Products. Arms, traps, snares, machines and equipments for hunting; fish-lines, fish-hooks, harpoons, nets, apparatus and bait for fishing; apparatus and instruments for gathering products obtained without cultivation.";;Palace Gallery 6;Galerie VI du Travail;Palace;Country Section;Ecocriticism,Extractivism;Animal Product,Animal Cage,Ship,Wook Tool,Water,Industry,Fish and Fishing;;;;;;;;;;;;;Glass Plate;checked;Exposition de 1867. Galeries du Travail. Section Suédoise.;;;;;;;;To do: research nets & net material;;;;Kakou Collection
1032;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/In4PDGRF7QXLapZbXS7Enw/eDPHyoLGryqGNmpJVr9EHiwWHXyqNGhJg9uTWT3Vq2eSR3HyPaiO3qWGJumtTdK50kx-5g4AjyxOgisvAcwXXrFErjmSBXMURJYw2yUsS-tVs9UrxYuvq3xlO--NM8plqT8FL--r9jmso2zcgvBFmQ/JzB20zDdJblV0gtD0WM0E27Iwjq2YanGtjypS6_LtvA);8019 Exposition Universelle de 1867. Section Suédoise.;Swedish Ship;8019;Sweden;Group 6. Apparatus and Processes used in the Common Arts.;"""Class 49. Apparatus used in Shooting, Fishing Tackle, and Implements used in Gathering Fruits obtained without Culture.""";"Class 49. (Palace Gallery 6.) Products. Apparatus and Instruments for Hunting, Fishing, and for collecting Natural Products. Arms, traps, snares, machines and equipments for hunting; fish-lines, fish-hooks, harpoons, nets, apparatus and bait for fishing; apparatus and instruments for gathering products obtained without cultivation.";;Palace Gallery 6;Galerie VI du Travail;Palace;Country Section;Ecocriticism,Extractivism;Water,Industry,Animal Product,Model,Ship,Animal Cage,Fish and Fishing;;;;;;;;;;;;;Glass Plate;checked;Exposition Universelle de 1867. Section Suédoise.;;;;;;;;;Ships, Industry;Leon & Levy;7,500x3,506;Getty Foundation
1098;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/RiapELKKESJYsDHdUxuZzQ/NImcfg0mxnXJgFsryU2AKxjP47QD89VJbCEJoFyGilyjhWNuZkgiw-M44upmufAKhGp3EWUmejWPAxkuV8yvLo85vzQqxqZNBlhHyxDx6COb6mDgiUBA8vULktGa8FRRpEALnRSjv7Lft_WSms7d0A/aoFVO1oMzuNMX-piZF_TvNKV4UggX8pZz88KLndRXBE);520 - Distribution des Récompenses - Groupe 8, Agriculture (1);Agriculture Group Prize Winners (1);520;;Group 8. Live Stock and Specimens of Agricultural Buildings.;"""Class 76. Bulls, Buffaloes, &c."",""Class 78. Pigs, Rabbits."",Class 79. Poultry.,""Class 77. Sheep, Goats.""";"Class 76. (Park.) Oxen, Buffaloes, &c. Animals presented as specimens of the art of breeding in each country; specimens of cow-houses and ox-stables.

Class 77. (Park.) Sheep, Goats. Animals presented as examples of the art of breeding in each country; types of sheepfolds, pens, and similar establishments.

Class 78. (Park.) Swine, Rabbits, &c. Animals presented, &c.; types of hog-pens, and structures for raising animals of this class.

Class 79. (Park.) Poultry. Animals presented, &c.; types of hen-roosts, dove-cots, pheasantries, &c., apparatus for artificial hatching.
";;Central Garden;Jardin Central;Palace;Awards Ceremony;Ecocriticism;Industry,Animal,Animal - Stuffed,Animal - Represented,Plant - Represented,Plant,Wook Tool;;checked;Cow,Turkey,Rabbit,Chicken,Bird;checked;Crop;;;checked;;Animal Product,Plant-Based Material,Animal Fibre,Wool;;;Albumen Print;;Distribution des Récompenses - Groupe 8, Agriculture (1);;"Prize Information:
Bignon of Theneuille, France, was awarded Grand Prize for their Improvement of the Charolais Cattle Breed in the Group 8, Class 76, 'Beef, Buffalo, Etc.,' category.";image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/H7n4APAM5MpDyHRbM-zjNw/ookoCuyO4Ar_xZJlqBEvP994GGajYq4eyveIYJhvUK7tB90NsRjPYrQRGCzgW7WoLrU4kOfgY0apvHeXEglQs5IqyzDv5OSpU6qYzfmq7QCHXbjqrTKqor8x65SEdZOBzcBiJqSJa1MfKIrIXPLbhg/ha8JdIAM5DF8Onf_IlfNqZU99OTFCNrmqaPaevn9uXo);"Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris : Dentu, 1867. Internet Archive, http://archive.org/details/gri_catalogueoff00expo. 
Page 18.";"""Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris , E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/bxI-rJMLQPwYsiKEFU35lg/r76ip2JRJUpVAbo7Z4IkyCK6haT8iFiJDiSKNh3hcjmjL_SdnE9_RxeR_48HCVjdRMmTbMWuWkmTvdpZmNKi_dAUlVcDh1DCgDehKLnKHhrr05TS5h4pKjhAWu9JK0iXPqp-gVrHoRWGjQSbzZ6UskQiJnznQob8A-Q5ECyFgJyTZQyiUOxbh37HWpi0BPvUwH9Xa_e-SWkK1R4dYk-Z1A8BQ_1btrEFkNEIGK4smLa2IGMB-XCPjrUp_41mH18n0P4PuZviyGzwgWIKKWfIpxRSQ1ozEL9CirPPvaxscZFZoQ1pWN-_kBbHi6AH3Hlq/b_dpWCKgF-2YD7cNm0yRQF0lhC2Mz7iNgztlzC70Jo4)""";;;"Review Prize Catalogue for further information; identify cow breed?";Awards;Leon & Levy;8000x4047;Bibliotheque National de France
