img_id,Sample,Image,Name,Image Name,expo_id,Country,Group,Class,Class Description,Granular Location - Map,Palace Gallery Section,Palace Gallery Section Name,Area,Locale Type,Critical Theme,Topical Theme,People,Animal,Animal Type,Plant,Plant Type,Sound,Sound Type,Prize,Prize Type,Material,Creator,Image Framing,Image Materiality,Text-in-Frame,Text-in-Image,Associated Excerpt(s),Excerpt Image ,Excerpted Source(s),Source File(s),Associated Image(s),Links,Comments,Medium,Author,Approx Orig Resolution,Collection
75,,,"644 Aminthe et Sylvie, par Strazza",,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
76,,,"683 Napoleon Ier, Empereur, par Guillaume",,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
77,,,"692 La Source, par Truphême",,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
78,,,"693 Le Berger Lycidas, par Trupheme",,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
79,,,"700 Le Joueur a la Toupie, par Perrey",,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
80,,,"701 La Madeleine au desert, par Chartrousse",,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
81,,,"703 Alexandre combattant un Lion, par Dieudonne",,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
82,,,"728 Agrippine portant les Cendres de Germanious, par Maillet",,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
83,,,"733 Somnolence, par Leroux",,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
84,,,21 Galerie Algérienne,,21,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,2000,Patrick Montgomery
85,,,"288 La Mosquée, Parc Égyptien (BM-1)",,288,Egypt/Ottoman Empire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,4500,Brian May
86,,,[L&L] Section Française,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,1050,Archives Nationales de France
87,,,"49 Galerie Francaise, Porcelaines",,49,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,1050,Archives Nationales de France
88,,,51 Galerie Francaise Orfevrerie,,51,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,1050,Archives Nationales de France
89,,,"263 Bronzes d'Art, Section Francaise",,263,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,1050,Archives Nationales de France
90,,,310 Pavillon et Cristaux. Section Française,,310,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,Leon & Levy,4500,Brian May
92,,,"462 Galerie du Travail, Section Roumaine (LCP)",,462,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,4500,Brian May
93,,,"528 Distribution des récompenses. Vue générale, no. 2.",,528,Salon des récompenses,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,PANORAMA,Leon & Levy,2350,Library Company of Philadelphia
94,,,"303 Chasseurs et chevaux, Amérique du Sud",,303,South America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal ?,Leon & Levy,2350,Library Company of Philadelphia
95,,,"328 Annexe, Machines agricoles Anglaises",,328,UK,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,4500,Brian May
97,,,"171 Jardin Central, La Fileuse (No 9)",,171,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
98,,,"194 Jardin Central, Groupe de Statues (No 12)",,194,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
99,,,"196 Jardin Central, Groupe de Statues (No 14) (AN)",,196,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
100,,,"196 Jardin Central, Groupe de Statues (No 14) (BM)",,196,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
101,,,"204 Jardin Central, Groupe de Statues (No 16)",,204,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
102,,,212 Jardin central Groupe de statues (No 16) (LCP),,212,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,2350,Library Company of Philadelphia
103,,,"212 Jardin Central, Groupe de Statues (No 16) (AN)",,212,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
104,,,576 Vue dans le Jardin Central (AN),,576,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
105,,,576 Vue dans le Jardin Central (BM),,576,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
106,,,578 Vue dans le Jardin Central (AN),,578,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
107,,,578 Vue dans le Jardin Central (BM),,578,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
108,,,580 Vue dans le Jardin Central,,580,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
109,,,"585 Jardin Central, ensemble de Statues",,585,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
110,,,"588 Jardin Central, ensemble de Statues",,588,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
111,,,"589 Jardin Central, ensemble de Statues",,589,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
112,,,"614 Perspective d'une Galerie, Jardin Central",,614,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
113,,,664 Jardin Central,,664,Central Garden,,,,,,,Central Garden,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
114,,,[L&L] Untitled 4,,,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,2000,Patrick Montgomery
115,,,[TBD] Negative 5,,,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,TBD,4000,Roger Viollet
116,,,[TBD] Negative 7,,,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,TBD,4000,Roger Viollet
117,,,[TBD] Negative 8,,,Switzerland,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,TBD,4000,Roger Viollet
118,,,[TBD] Negative 9,,,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Painting",TBD,4000,Roger Viollet
119,,,[TBD] Negative 15,,,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Painting",TBD,4000,Roger Viollet
120,,,[TBD] Negative 16,,,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Painting",TBD,4000,Roger Viollet
121,,,[TBD] Negative 18,,,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,TBD,4000,Roger Viollet
122,,,[TBD] Negative 19,,,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Painting",TBD,4000,Roger Viollet
123,,,[TBD] Negative 20,,,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Painting",TBD,4000,Roger Viollet
124,,,34 Salon de Sèvres et des Gobelins No 1,,34,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Painting,Porcelaine",Leon & Levy,1050,Archives Nationales de France
125,,,50 Salon de Sèvres et Gobelins (No 3),,50,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Porcelaine,Painting",Leon & Levy,4500,Brian May
126,,,83 Salon de Sèvres et des Gobelins (No 7),,83,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Porcelaine,Leon & Levy,4500,Brian May
127,,,97 Les derniers jours de Napoléon Ier. Par Vela (a),,97,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
128,,,97 Les derniers jours de Napoléon Ier. Par Vela (b),,97,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
129,,,117 Berceau du Prince Impérial,,117,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,4500,Brian May
130,,,143 Salon de Sèvres et de Gobelins (No 8),,143,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Porcelaine,Leon & Levy,4500,Brian May
131,,,"242 Galerie du Travail, Ascenseur",,242,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,4500,Brian May
132,,,"247 Bronzes d'art, le Charmeur de serpents",,247,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,2350,Library Company of Philadelphia
133,,,284 Objets d'Art trouvés a Herculanum,,284,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
134,,,"481 Ganymede, par Fantacchiotti",,481,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
135,,,"540 Le Premier Caprice, par Galli",,540,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
136,,,"541 L'Amour et l'Innocence, par Brodzki",,541,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
137,,,"587 Aminthe & Sylvie, par Strazza",,587,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
138,,,"611 Les Mendiants, par Galli",,611,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
139,,,736 Ganimede par Moulin. Propriété de Veyrat,,736,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
140,,,"743 Le Mercredi des Cendres, par L Harzé",,743,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
141,,,"747 Le Tribunal, par L Harzé",,747,Belgium,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
142,,,"749 Gamins. Le Vengeur, par L Harzé",,749,,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
144,,,124 Algérie et Colonnies Françaises (N. 3),,124,Algeria,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Animal ?,Leon & Levy,4500,Brian May
145,,,"181 Galerie du Travail, Section de l'Algerie",,181,Algeria,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,4500,Brian May
146,,,261 Appareils pour les Sciences. Section Américaine (AN),,261,America,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1600,Archives Nationales de France
147,,,261 Appareils pour les Sciences. Section Américaine (BM),,261,America,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,4500,Brian May
148,,,"339 Mobilier, Section Americaine",,339,America,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Furniture,Leon & Levy,1600,Archives Nationales de France
149,,,"342 Galerie du Travail, Vue d'Ensemble, Section Américaine",,342,America,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1600,Archives Nationales de France
150,,,"405 Beaux-Arts, Section Americaine (No 1)",,405,America,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1600,Archives Nationales de France
152,,,"67 Galerie du Travail, Section Autrichienne",,67,Austria,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1050,Archives Nationales de France
153,,,"92 Galerie du Travail, Section Autrichienne",,92,Austria,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1050,Archives Nationales de France
154,,,106 Galerie Autrichienne. Lustres et Cristaux,,106,Austria,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,Leon & Levy,4500,Brian May
155,,,"262 Beaux-Arts, Section Autrichienne",,262,Austria,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Painting,Sculpture",Leon & Levy,1050,Archives Nationales de France
156,,,366 Cristaux Autrichiens (BM),,366,Austria,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,Leon & Levy,4500,Brian May
157,,,"417 Cristaux, Section Autrichienne",,417,Austria,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,Leon & Levy,1050,Archives Nationales de France
158,,,368 Perspective de la Galerie de Baviere,,368,Bavaria,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,1050,Archives Nationales de France
159,,,"311 Lustres, section Belge",,311,Belgium,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,2350,Library Company of Philadelphia
160,,,"[Anon] Verso: Galerie des Beaux-Arts, Section Française",,,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Anonymous,2000,Patrick Montgomery
161,,,"[L&L] Instruments nautiques, section Francaise",,,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Clock,Leon & Levy,1050,Archives Nationales de France
162,,,[TBD] Cristaux de Baccarat (a),,,Palais,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,TBD,4000,Roger Viollet
163,,,[TBD] Cristaux de Baccarat (b),,,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,4000,Roger Viollet
164,,,"6 Galerie du Travail, Section Francaise (N. 1)",,6,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,4500,Brian May
165,,,"91 Galerie Française, Cristaux de Baccarat (No 2) (AN)",,91,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,Leon & Levy,1050,Archives Nationales de France
166,,,"91 Galerie Française, Cristaux de Baccarat (No 2) (BM)",,91,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,Leon & Levy,4500,Brian May
167,,,"93 Galerie du Travail, Section Française (No 5)",,93,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1050,Archives Nationales de France
168,,,"99 Beaux arts, section Française (No. 1) (LCP)",,99,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Drawing",Leon & Levy,2350,Library Company of Philadelphia
169,,,"99 Beaux-Arts, Section Francaise (No 1) (AN)",,99,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Drawing",Leon & Levy,1050,Archives Nationales de France
170,,,"99 Beaux-Arts, Section Française (No 1) (BM)",,99,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Drawing",Leon & Levy,4500,Brian May
171,,,"134 Galerie du Travail, Section Francaise (No 8)",,134,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,4500,Brian May
172,,,"152 Mobilier, lit Renaissance, Section Française",,152,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Furniture,Leon & Levy,4500,Brian May
173,,,"154 Galerie du Travail, Section Francaise (No 9)",,154,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1050,Archives Nationales de France
174,,,"161 Galerie du Travail, Section Francaise (No 10)",,161,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1050,Archives Nationales de France
175,,,"242 Galerie du Travail, Section Francaise, Visdue",,242,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1050,Archives Nationales de France
177,,,"301 Photographie, Section Francaise",,301,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Photography,Leon & Levy,1050,Archives Nationales de France
178,,,"355 Galerie du Travail, Section Francaise",,355,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1050,Archives Nationales de France
179,,,"374 Galerie du Travail, ensemble Francais",,374,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1050,Archives Nationales de France
180,,,"475 Galerie du Mobilier Francais, Marbre et Onyx",,475,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Furniture",Leon & Levy,4500,Brian May
181,,,556 Beaux-Arts Section Francaise (AN),,556,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
182,,,556 Beaux-Arts Section Francaise (BM),,556,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
183,,,558 Beaux-Arts Section Francaise,,558,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
184,,,563 Beaux-Arts Section Francaise,,563,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Painting",Leon & Levy,4500,Brian May
185,,,653 Galerie du Travail Section Francaise,,653,France,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,4500,Brian May
186,,,"[L&L] Beaux-Arts, Section Italienne",,,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
187,,,"60 Section Italienne, Beaux-Arts",,60,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
188,,,"69 Section Italienne, Beaux-Arts (No 2)",,69,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
189,,,127 Ceramiques Italiennes (No. 4),,127,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Porcelaine,Leon & Levy,4500,Brian May
190,,,"131 Beaux arts, section Italienne (No. 13) (LCP)",,131,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Painting",Leon & Levy,2350,Library Company of Philadelphia
191,,,"131 Beaux-Arts, Section Italienne (No 13) (AN)",,131,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Painting,Sculpture",Leon & Levy,1050,Archives Nationales de France
192,,,"147 Beaux-Arts, Section Italienne (No 19)",,147,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
193,,,"178 Beaux-Arts, Section Italienne (No 24)",,178,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Painting",Leon & Levy,4500,Brian May
194,,,"180 Beaux-Arts, Section Italienne (No 25)",,180,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
195,,,206 Beaux-Arts. Section Italienne (N. 28) (BM),,206,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Painting,Sculpture",Leon & Levy,4500,Brian May
196,,,"225 Beaux-Arts, Section Italienne (No 31)",,225,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Photography",Leon & Levy,1050,Archives Nationales de France
197,,,"271 Beaux-Arts, Section Italienne (No 45)",,271,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Painting,Sculpture,Porcelaine",Leon & Levy,1050,Archives Nationales de France
198,,,275 Ensemble de l'Entree des Beaux-Arts Italiens (No 47),,275,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
199,,,333 Ensemble des Beaux-Arts Romains,,333,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
200,,,"338 Beaux-Arts, Section Italienne (No 50)",,338,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Painting,Sculpture",Leon & Levy,1050,Archives Nationales de France
201,,,395 Beaux-Arts Section Italienne,,395,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Painting,Sculpture",Leon & Levy,1050,Archives Nationales de France
202,,,"492 Beaux-Arts, Section Italienne",,492,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
203,,,"499 Beaux-Arts, Section italienne",,499,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
204,,,"555 Beaux Arts Section Italienne, Les derniers jours de Napoléon Ier",,555,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4500,Brian May
205,,,"595 Beaux-Arts, Section Italienne",,595,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
206,,,"679 Beaux-Arts, section italienne (a)",,679,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
207,,,"679 Beaux-Arts, Section Italienne (b)",,679,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,1050,Archives Nationales de France
208,,,"8085 Galerie des Beaux-Arts, Section Italienne",,8085,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon & Levy,2000,Patrick Montgomery
209,,,"8206 Piccirillo napolitain, par Miglioretti, section italienne",,8206,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4000,Roger Viollet
210,,,"8207 La Vanité, par Tantardini, section italienne",,8207,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Sculpture,Leon & Levy,4000,Roger Viollet
211,,,"8212 Beaux-arts, section italienne",,8212,Italy,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Painting",Leon & Levy,4000,Roger Viollet
212,,,"251 Costumes Norvégiens, Dalicartie",,251,Norway,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Costume,Leon & Levy,4500,Brian May
213,,,"656 Produits alimentaires, Norvege",,656,Norway,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Food,Leon & Levy,1050,Archives Nationales de France
215,,,497 Cristaux de Baccarat,,497,Palais,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,Leon & Levy,1050,Archives Nationales de France
216,,,299 Pavillon du Portugal,,299,Portugal,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Architecture,Leon & Levy,4500,Brian May
217,,,"[TBD] Salle de Géographie, Section prussienne",,,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Globes,Furniture",TBD,4000,Roger Viollet
218,,,9 Porcelaines de Prusse (No 2),,9,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Porcelaine,Leon & Levy,1050,Archives Nationales de France
219,,,"30 Salle de Géographie, Section prussienne",,30,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Globes,Furniture",Leon & Levy,1050,Archives Nationales de France
220,,,42 Galerie du Travail Section Prussienne,,42,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Architecture,Leon & Levy,1050,Archives Nationales de France
221,,,57 Galerie du Travail Section Prussienne (N. 3),,57,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1050,Archives Nationales de France
222,,,"75 Section Prussienne, Beaux-Arts (No 2) (BM)",,75,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Painting,Sculpture",Leon & Levy,4500,Brian May
223,,,78 Galeries Prussienne. Fontes d'art,,78,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Sculpture,Architecture",Leon & Levy,4500,Brian May
224,,,215 Canon Krupp. Section Prussienne (b),,215,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Machine,Armory",Leon & Levy,1050,Archives Nationales de France
225,,,278 Porcelaines de Prusse (a),,278,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Porcelaine,Leon & Levy,2350,Library Company of Philadelphia
226,,,278 Porcelaines de Prusse (b) (AN),,278,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Porcelaine,Leon & Levy,1050,Archives Nationales de France
227,,,278 Porcelaines de Prusse (b) (LCP),,278,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Porcelaine,Leon & Levy,2350,Library Company of Philadelphia
228,,,"482 Canon Krupp, Section Prussienne",,482,Prussia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Machine,Armory",Leon & Levy,1050,Archives Nationales de France
229,,,"462 Galerie du Travail, Section Roumaine (AN)",,462,Romania,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Machine,Leon & Levy,1050,Archives Nationales de France
230,,,"77 Section Russe, Mobilier",,77,Russia,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,Furniture,Leon & Levy,4500,Brian May
231,,,"148 Beaux-Arts, Section Espagnole",,148,Spain,,,,,,,Palais,,,,,,,,,,,,,,,,,,,,,,,,,,"Painting,Sculpture",Leon & Levy,1050,Archives Nationales de France
